,Record ID,SchoolName,City,State,Borough,ZipCode,LastInspection,Permittee,InspectionDate,PTET,Site Type,Level,Code,ViolationDescription,LATITUDE,LONGITUDE,COUNCILDISTRICT,BIN,Address,2021-2022 Segment Enrollment,Public Status
10,40824898,"P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL, P373R AT R006",,NY,Staten Island,10307.0,10/17/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,8/12/2021,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.51072805,-74.2311071,51,5131697.0,555 PAGE AVENUE,61797,Public
11,40824898,"P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL, P373R AT R006",,NY,Staten Island,10307.0,10/17/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,10/17/2022,2530,FSE (Public School Cafeteria),,,,40.51072805,-74.2311071,51,5131697.0,555 PAGE AVENUE,61797,Public
12,40540346,P.S. 003 THE MARGARET GIOIOSA SCHOOL,,NY,Staten Island,10309.0,12/7/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,5/11/2021,2530,FSE (Public School Cafeteria),,,,40.52069164,-74.21126239,51,5083311.0,80 SOUTH GOFF AVENUE,61797,Public
13,40540346,P.S. 003 THE MARGARET GIOIOSA SCHOOL,,NY,Staten Island,10309.0,12/7/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,1/18/2022,2530,FSE (Public School Cafeteria),,,,40.52069164,-74.21126239,51,5083311.0,80 SOUTH GOFF AVENUE,61797,Public
14,40540346,P.S. 003 THE MARGARET GIOIOSA SCHOOL,,NY,Staten Island,10309.0,12/7/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,12/7/2022,2530,FSE (Public School Cafeteria),,,,40.52069164,-74.21126239,51,5083311.0,80 SOUTH GOFF AVENUE,61797,Public
15,40540413,"I.S. 007 ELIAS BERNSTEIN, SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25",,NY,Staten Island,10312.0,11/21/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,8/10/2021,2530,FSE (Public School Cafeteria),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.52374941,-74.18593897,51,5082345.0,1270 HUGUENOT AVENUE,61797,Public
16,40540413,"I.S. 007 ELIAS BERNSTEIN, SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25",,NY,Staten Island,10312.0,11/21/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,5/11/2021,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.52374941,-74.18593897,51,5082345.0,1270 HUGUENOT AVENUE,61797,Public
17,40540413,"I.S. 007 ELIAS BERNSTEIN, SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25",,NY,Staten Island,10312.0,11/21/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,11/21/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.52374941,-74.18593897,51,5082345.0,1270 HUGUENOT AVENUE,61797,Public
18,41529400,ST. JOSEPH BY THE SEA HIGH SCHOOL,,NY,Staten Island,10312.0,11/21/2022,"SJBS, INC.",11/21/2022,2529,FSE (Private School Cafeteria - For Profit),C,04M,Live roaches in facility's food or non-food area.,40.52673441,-74.17815962,51,5107747.0,5150 HYLAN BOULEVARD,11337,Private
19,41529400,ST. JOSEPH BY THE SEA HIGH SCHOOL,,NY,Staten Island,10312.0,11/21/2022,"SJBS, INC.",6/7/2022,2529,FSE (Private School Cafeteria - For Profit),C,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",40.52673441,-74.17815962,51,5107747.0,5150 HYLAN BOULEVARD,11337,Private
20,41529400,ST. JOSEPH BY THE SEA HIGH SCHOOL,,NY,Staten Island,10312.0,11/21/2022,"SJBS, INC.",6/7/2022,2529,FSE (Private School Cafeteria - For Profit),C,02B,Hot food item not held at or above 140º F.,40.52673441,-74.17815962,51,5107747.0,5150 HYLAN BOULEVARD,11337,Private
21,41529400,ST. JOSEPH BY THE SEA HIGH SCHOOL,,NY,Staten Island,10312.0,11/21/2022,"SJBS, INC.",5/18/2021,2529,FSE (Private School Cafeteria - For Profit),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.52673441,-74.17815962,51,5107747.0,5150 HYLAN BOULEVARD,11337,Private
22,41529400,ST. JOSEPH BY THE SEA HIGH SCHOOL,,NY,Staten Island,10312.0,11/21/2022,"SJBS, INC.",11/21/2022,2529,FSE (Private School Cafeteria - For Profit),G,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",40.52673441,-74.17815962,51,5107747.0,5150 HYLAN BOULEVARD,11337,Private
23,41529400,ST. JOSEPH BY THE SEA HIGH SCHOOL,,NY,Staten Island,10312.0,11/21/2022,"SJBS, INC.",6/7/2022,2529,FSE (Private School Cafeteria - For Profit),C,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,40.52673441,-74.17815962,51,5107747.0,5150 HYLAN BOULEVARD,11337,Private
24,41529400,ST. JOSEPH BY THE SEA HIGH SCHOOL,,NY,Staten Island,10312.0,11/21/2022,"SJBS, INC.",6/7/2022,2529,FSE (Private School Cafeteria - For Profit),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.52673441,-74.17815962,51,5107747.0,5150 HYLAN BOULEVARD,11337,Private
25,41529400,ST. JOSEPH BY THE SEA HIGH SCHOOL,,NY,Staten Island,10312.0,11/21/2022,"SJBS, INC.",11/21/2022,2529,FSE (Private School Cafeteria - For Profit),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.52673441,-74.17815962,51,5107747.0,5150 HYLAN BOULEVARD,11337,Private
26,41529400,ST. JOSEPH BY THE SEA HIGH SCHOOL,,NY,Staten Island,10312.0,11/21/2022,"SJBS, INC.",11/21/2022,2529,FSE (Private School Cafeteria - For Profit),AV,18-01,"Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.",40.52673441,-74.17815962,51,5107747.0,5150 HYLAN BOULEVARD,11337,Private
27,41529400,ST. JOSEPH BY THE SEA HIGH SCHOOL,,NY,Staten Island,10312.0,11/21/2022,"SJBS, INC.",11/21/2022,2529,FSE (Private School Cafeteria - For Profit),CH,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,40.52673441,-74.17815962,51,5107747.0,5150 HYLAN BOULEVARD,11337,Private
28,41529400,ST. JOSEPH BY THE SEA HIGH SCHOOL,,NY,Staten Island,10312.0,11/21/2022,"SJBS, INC.",11/21/2022,2529,FSE (Private School Cafeteria - For Profit),C,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.52673441,-74.17815962,51,5107747.0,5150 HYLAN BOULEVARD,11337,Private
29,41529400,ST. JOSEPH BY THE SEA HIGH SCHOOL,,NY,Staten Island,10312.0,11/21/2022,"SJBS, INC.",6/7/2022,2529,FSE (Private School Cafeteria - For Profit),C,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",40.52673441,-74.17815962,51,5107747.0,5150 HYLAN BOULEVARD,11337,Private
30,40561330,TOTTENVILLE HIGH SCHOOL,,NY,Staten Island,10312.0,2/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,5/9/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.52808436,-74.19203027,51,5082634.0,100 LUTEN AVENUE,61797,Public
31,40561330,TOTTENVILLE HIGH SCHOOL,,NY,Staten Island,10312.0,2/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/13/2023,2530,FSE (Public School Cafeteria),C,04M,Live roaches in facility's food or non-food area.,40.52808436,-74.19203027,51,5082634.0,100 LUTEN AVENUE,61797,Public
32,40561330,TOTTENVILLE HIGH SCHOOL,,NY,Staten Island,10312.0,2/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,5/9/2022,2530,FSE (Public School Cafeteria),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.52808436,-74.19203027,51,5082634.0,100 LUTEN AVENUE,61797,Public
33,40561330,TOTTENVILLE HIGH SCHOOL,,NY,Staten Island,10312.0,2/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/13/2023,2530,FSE (Public School Cafeteria),G,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",40.52808436,-74.19203027,51,5082634.0,100 LUTEN AVENUE,61797,Public
34,40561330,TOTTENVILLE HIGH SCHOOL,,NY,Staten Island,10312.0,2/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,5/18/2021,2530,FSE (Public School Cafeteria),,,,40.52808436,-74.19203027,51,5082634.0,100 LUTEN AVENUE,61797,Public
35,40561330,TOTTENVILLE HIGH SCHOOL,,NY,Staten Island,10312.0,2/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/13/2023,2530,FSE (Public School Cafeteria),G,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",40.52808436,-74.19203027,51,5082634.0,100 LUTEN AVENUE,61797,Public
36,50007732,YESHIVA OF STATEN ISLAND,,NY,Staten Island,10309.0,2/9/2023,Mesivtha Tiferth Jerusalem,2/9/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,40.52831791,-74.21502765,51,5085543.0,1870 DRUMGOOLE ROAD EAST,11337,Private
37,50007732,YESHIVA OF STATEN ISLAND,,NY,Staten Island,10309.0,2/9/2023,Mesivtha Tiferth Jerusalem,2/9/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),G,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",40.52831791,-74.21502765,51,5085543.0,1870 DRUMGOOLE ROAD EAST,11337,Private
38,50007732,YESHIVA OF STATEN ISLAND,,NY,Staten Island,10309.0,2/9/2023,Mesivtha Tiferth Jerusalem,2/9/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),G,08C,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",40.52831791,-74.21502765,51,5085543.0,1870 DRUMGOOLE ROAD EAST,11337,Private
39,50007732,YESHIVA OF STATEN ISLAND,,NY,Staten Island,10309.0,2/9/2023,Mesivtha Tiferth Jerusalem,2/9/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),G,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",40.52831791,-74.21502765,51,5085543.0,1870 DRUMGOOLE ROAD EAST,11337,Private
40,50007732,YESHIVA OF STATEN ISLAND,,NY,Staten Island,10309.0,2/9/2023,Mesivtha Tiferth Jerusalem,6/7/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.52831791,-74.21502765,51,5085543.0,1870 DRUMGOOLE ROAD EAST,11337,Private
41,50007732,YESHIVA OF STATEN ISLAND,,NY,Staten Island,10309.0,2/9/2023,Mesivtha Tiferth Jerusalem,2/9/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),C,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",40.52831791,-74.21502765,51,5085543.0,1870 DRUMGOOLE ROAD EAST,11337,Private
42,50007732,YESHIVA OF STATEN ISLAND,,NY,Staten Island,10309.0,2/9/2023,Mesivtha Tiferth Jerusalem,6/7/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",40.52831791,-74.21502765,51,5085543.0,1870 DRUMGOOLE ROAD EAST,11337,Private
43,50007732,YESHIVA OF STATEN ISLAND,,NY,Staten Island,10309.0,2/9/2023,Mesivtha Tiferth Jerusalem,2/9/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04M,Live roaches in facility's food or non-food area.,40.52831791,-74.21502765,51,5085543.0,1870 DRUMGOOLE ROAD EAST,11337,Private
44,50007732,YESHIVA OF STATEN ISLAND,,NY,Staten Island,10309.0,2/9/2023,Mesivtha Tiferth Jerusalem,2/9/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),G,09B,Thawing procedure improper.,40.52831791,-74.21502765,51,5085543.0,1870 DRUMGOOLE ROAD EAST,11337,Private
45,50007732,YESHIVA OF STATEN ISLAND,,NY,Staten Island,10309.0,2/9/2023,Mesivtha Tiferth Jerusalem,2/9/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",40.52831791,-74.21502765,51,5085543.0,1870 DRUMGOOLE ROAD EAST,11337,Private
46,50007732,YESHIVA OF STATEN ISLAND,,NY,Staten Island,10309.0,2/9/2023,Mesivtha Tiferth Jerusalem,6/7/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,09C,Food contact surface not properly maintained.,40.52831791,-74.21502765,51,5085543.0,1870 DRUMGOOLE ROAD EAST,11337,Private
47,50007732,YESHIVA OF STATEN ISLAND,,NY,Staten Island,10309.0,2/9/2023,Mesivtha Tiferth Jerusalem,6/7/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,09A,Canned food product observed dented and not segregated from other consumable food items.,40.52831791,-74.21502765,51,5085543.0,1870 DRUMGOOLE ROAD EAST,11337,Private
48,40540347,P.S. 005 HUGUENOT,STATEN ISLAND,NY,Staten Island,,2/15/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/15/2023,2530,FSE (Public School Cafeteria),,,,40.53054515,-74.18770121,51,,348 DEISIUS STREET,61797,Public
49,40540347,P.S. 005 HUGUENOT,STATEN ISLAND,NY,Staten Island,,2/15/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,5/18/2021,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.53054515,-74.18770121,51,,348 DEISIUS STREET,61797,Public
50,40540347,P.S. 005 HUGUENOT,STATEN ISLAND,NY,Staten Island,,2/15/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,5/9/2022,2530,FSE (Public School Cafeteria),,,,40.53054515,-74.18770121,51,,348 DEISIUS STREET,61797,Public
51,40540529,P.S. 055 HENRY M. BOEHM,,NY,Staten Island,10312.0,3/21/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,8/2/2022,2530,FSE (Public School Cafeteria),,,,40.53663164,-74.16381363,51,5069075.0,54 OSBORNE STREET,61797,Public
52,40540529,P.S. 055 HENRY M. BOEHM,,NY,Staten Island,10312.0,3/21/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/21/2023,2530,FSE (Public School Cafeteria),,,,40.53663164,-74.16381363,51,5069075.0,54 OSBORNE STREET,61797,Public
53,40540529,P.S. 055 HENRY M. BOEHM,,NY,Staten Island,10312.0,3/21/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,5/18/2021,2530,FSE (Public School Cafeteria),,,,40.53663164,-74.16381363,51,5069075.0,54 OSBORNE STREET,61797,Public
54,40540529,P.S. 055 HENRY M. BOEHM,,NY,Staten Island,10312.0,3/21/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,8/9/2021,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.53663164,-74.16381363,51,5069075.0,54 OSBORNE STREET,61797,Public
55,40544055,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,,NY,Staten Island,10309.0,3/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/16/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.5397878,-74.2375473,51,5086781.0,4210 ARTHUR KILL ROAD,61797,Public
56,40544055,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,,NY,Staten Island,10309.0,3/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/13/2023,2530,FSE (Public School Cafeteria),,,,40.5397878,-74.2375473,51,5086781.0,4210 ARTHUR KILL ROAD,61797,Public
57,50045098,THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTAINABILITY,,NY,Staten Island,10309.0,3/9/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,5/12/2022,2530,FSE (Public School Cafeteria),,,,40.54154785,-74.2179307,51,5158758.0,644 BLOOMINGDALE ROAD,61797,Public
58,50045098,THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTAINABILITY,,NY,Staten Island,10309.0,3/9/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,5/11/2021,2530,FSE (Public School Cafeteria),G,10C,Lighting Inadequate,40.54154785,-74.2179307,51,5158758.0,644 BLOOMINGDALE ROAD,61797,Public
59,50045098,THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTAINABILITY,,NY,Staten Island,10309.0,3/9/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/9/2023,2530,FSE (Public School Cafeteria),CH,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2  hours, and from 70 °F to 41 °F or less within 4 additional hours.",40.54154785,-74.2179307,51,5158758.0,644 BLOOMINGDALE ROAD,61797,Public
60,40679391,P.S. 56 THE LOUIS DESARIO SCHOOL,,NY,Staten Island,10309.0,3/22/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,8/9/2021,2530,FSE (Public School Cafeteria),C,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",40.54223872,-74.21400043,51,5128148.0,250 KRAMER AVENUE,61797,Public
61,40679391,P.S. 56 THE LOUIS DESARIO SCHOOL,,NY,Staten Island,10309.0,3/22/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,5/18/2021,2530,FSE (Public School Cafeteria),,,,40.54223872,-74.21400043,51,5128148.0,250 KRAMER AVENUE,61797,Public
62,40679391,P.S. 56 THE LOUIS DESARIO SCHOOL,,NY,Staten Island,10309.0,3/22/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,8/9/2021,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.54223872,-74.21400043,51,5128148.0,250 KRAMER AVENUE,61797,Public
63,40679391,P.S. 56 THE LOUIS DESARIO SCHOOL,,NY,Staten Island,10309.0,3/22/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/22/2023,2530,FSE (Public School Cafeteria),,,,40.54223872,-74.21400043,51,5128148.0,250 KRAMER AVENUE,61797,Public
64,40540551,P.S. 036 J. C. DRUMGOOLE,,NY,Staten Island,10312.0,3/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,5/18/2021,2530,FSE (Public School Cafeteria),,,,40.54307591,-74.18229784,51,5107742.0,255 IONIA AVENUE,61797,Public
65,40540551,P.S. 036 J. C. DRUMGOOLE,,NY,Staten Island,10312.0,3/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/30/2022,2530,FSE (Public School Cafeteria),,,,40.54307591,-74.18229784,51,5107742.0,255 IONIA AVENUE,61797,Public
66,40540551,P.S. 036 J. C. DRUMGOOLE,,NY,Staten Island,10312.0,3/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/18/2022,2530,FSE (Public School Cafeteria),,,,40.54307591,-74.18229784,51,5107742.0,255 IONIA AVENUE,61797,Public
67,40540551,P.S. 036 J. C. DRUMGOOLE,,NY,Staten Island,10312.0,3/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/13/2023,2530,FSE (Public School Cafeteria),,,,40.54307591,-74.18229784,51,5107742.0,255 IONIA AVENUE,61797,Public
68,40540497,"I.S. 075 FRANK D. PAULO, SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25",,NY,Staten Island,10312.0,2/15/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/15/2023,2530,FSE (Public School Cafeteria),,,,40.54437298,-74.19789528,51,5079651.0,455 HUGUENOT AVENUE,61797,Public
69,40540497,"I.S. 075 FRANK D. PAULO, SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25",,NY,Staten Island,10312.0,2/15/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,8/10/2021,2530,FSE (Public School Cafeteria),,,,40.54437298,-74.19789528,51,5079651.0,455 HUGUENOT AVENUE,61797,Public
70,40540497,"I.S. 075 FRANK D. PAULO, SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25",,NY,Staten Island,10312.0,2/15/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,5/11/2021,2530,FSE (Public School Cafeteria),,,,40.54437298,-74.19789528,51,5079651.0,455 HUGUENOT AVENUE,61797,Public
71,40544076,P.S. R037,,NY,Staten Island,10312.0,3/20/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,5/18/2021,2530,FSE (Public School Cafeteria),,,,40.54456723,-74.18173343,51,5107743.0,200 JEFFERSON BOULEVARD,61797,Public
72,40544076,P.S. R037,,NY,Staten Island,10312.0,3/20/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,8/11/2022,2530,FSE (Public School Cafeteria),,,,40.54456723,-74.18173343,51,5107743.0,200 JEFFERSON BOULEVARD,61797,Public
73,40544076,P.S. R037,,NY,Staten Island,10312.0,3/20/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/20/2023,2530,FSE (Public School Cafeteria),,,,40.54456723,-74.18173343,51,5107743.0,200 JEFFERSON BOULEVARD,61797,Public
